GeomID,Local knowledge event,Remote event,Early import,Geometry import,Late import,Tag import
1569,0.0,0.0,62.54,9.79,0.0,0.0
1570,0.0,0.0,62.4,0.0,6.09,0.0
1571,0.0,0.0,15.79,9.56,28.63,0.0
1572,0.0,0.0,68.71,3.61,2.56,0.0
1573,0.0,1.82,83.4,4.3,2.41,0.0
1574,0.0,0.0,92.49,1.93,0.0,0.0
1575,0.0,0.0,74.41,3.62,0.0,0.0
1576,0.0,0.0,83.28,3.99,0.0,0.0
1577,6.74,2.3,44.37,17.14,13.55,0.0
1578,0.0,2.86,49.36,0.0,17.34,0.0
1579,4.32,0.0,7.54,21.06,0.0,0.0
1580,12.56,2.35,0.0,15.57,2.01,0.0
1581,0.0,0.0,59.63,0.0,0.0,0.0
1582,0.0,23.77,34.12,0.0,14.66,0.0
1583,0.0,0.0,46.65,0.0,0.0,0.0
1584,0.0,0.0,54.44,0.0,0.0,0.0
1585,0.0,0.0,69.56,0.0,0.0,0.0
1586,0.0,0.0,59.45,0.0,0.0,0.0
1587,0.0,0.0,57.24,8.18,0.0,0.0
1588,0.0,0.0,63.78,0.0,2.92,0.0
1589,0.0,0.0,59.58,0.0,0.0,0.0
1590,3.36,3.77,37.54,0.0,7.93,0.0
1591,0.0,0.0,91.68,0.0,0.0,0.0
1592,0.0,0.0,82.62,0.0,0.0,0.0
1593,0.0,0.0,90.63,0.0,4.5,0.0
1594,0.0,0.0,90.87,0.0,4.39,0.0
1595,0.0,0.0,93.68,0.0,0.0,0.0
1596,0.0,0.0,91.5,6.64,0.0,0.0
1597,0.0,0.0,75.38,0.0,0.0,0.0
1598,0.0,2.79,91.28,0.0,1.93,0.0
1599,0.0,6.09,82.99,0.0,6.56,0.0
1600,0.0,0.0,83.93,0.0,0.0,0.0
1601,0.0,0.0,92.3,2.32,0.0,0.0
1602,0.0,0.0,87.31,0.0,4.89,0.0
1603,0.0,0.0,97.83,0.0,0.0,0.0
1604,0.0,0.0,94.6,0.0,0.0,0.0
1605,0.0,0.0,90.16,0.0,0.0,0.0
1606,0.0,0.0,83.31,0.0,0.0,0.0
1607,0.0,0.0,76.22,0.0,0.0,0.0
1608,0.0,0.0,8.13,10.93,0.0,38.3
1609,1.99,0.0,0.0,6.85,4.85,45.05
1610,0.0,0.0,0.0,14.03,0.0,45.37
1611,0.0,0.0,0.0,14.98,0.0,41.92
1612,0.0,0.0,9.97,9.48,0.0,32.37
1613,0.0,11.85,30.43,8.27,0.0,0.0
1614,0.0,0.0,28.21,10.4,0.0,41.52
1615,0.0,0.0,79.61,0.0,0.0,0.0
1616,4.5,0.0,0.0,3.59,0.0,57.04
1617,0.0,0.0,0.0,13.4,0.0,42.86
1618,2.59,0.0,0.0,6.6,0.0,78.14
1619,0.0,0.0,0.0,1.79,18.81,72.03
1620,0.0,0.0,8.29,0.0,0.0,34.78
1621,0.0,0.0,10.13,0.0,58.22,0.0
1622,0.0,0.0,13.03,0.0,66.45,0.0
1623,3.91,0.0,0.0,0.0,0.0,77.68
1624,0.0,0.0,69.3,0.0,0.0,0.0
1625,0.0,0.0,62.84,0.0,0.0,0.0
1626,0.0,0.0,60.29,0.0,3.5,0.0
1627,0.0,0.0,52.52,7.35,18.66,0.0
1628,0.0,0.0,86.55,2.64,0.0,0.0
1629,0.0,0.0,66.35,0.0,16.75,0.0
1630,0.0,0.0,87.96,3.69,0.0,0.0
1631,0.0,0.0,64.23,0.0,0.0,0.0
1632,8.1,0.0,9.25,4.74,51.83,0.0
1633,0.0,3.5,69.06,2.59,5.07,0.0
1634,0.0,0.0,78.69,0.0,14.34,0.0
1635,0.0,0.0,76.42,8.29,7.24,0.0
1636,11.3,0.0,0.0,0.0,0.0,72.91
1637,1.23,0.0,13.24,4.95,1.73,65.08
1638,9.33,0.0,0.0,0.0,10.02,64.01
1639,0.0,0.0,22.43,0.0,10.88,42.26
1640,0.0,0.0,66.32,0.0,0.0,13.65
1641,0.0,0.0,58.43,0.0,0.0,18.42
1642,0.0,0.0,46.05,0.0,4.23,27.38
1643,0.0,0.0,58.5,0.0,0.0,25.0
1644,0.0,0.0,25.17,0.0,6.22,0.0
1645,0.0,0.0,39.4,0.0,18.48,11.63
1646,0.0,0.0,41.28,0.95,2.35,45.89
1647,0.0,0.0,74.3,0.0,0.0,0.0
1648,0.0,0.0,82.09,0.0,0.0,0.0
1649,0.0,0.0,82.38,0.0,0.0,0.0
1650,0.0,0.0,88.53,0.0,0.0,0.0
1651,0.0,4.28,15.54,0.0,6.02,55.52
1652,17.48,0.0,7.26,10.35,2.67,0.0
1653,0.0,0.0,33.79,0.0,0.0,0.0
1654,0.0,0.0,31.92,0.0,27.91,0.0
1655,0.0,0.0,48.7,0.0,15.44,0.0
1656,0.0,0.0,59.76,0.0,2.59,19.34
1657,0.0,0.0,58.48,2.25,0.0,15.87
1658,0.0,0.0,34.41,0.0,16.26,10.94
1659,0.0,0.0,48.46,0.0,0.0,18.89
1660,0.0,0.0,15.67,0.0,0.0,17.65
1661,0.0,0.0,42.5,0.0,0.0,23.54
1662,0.0,0.0,61.68,0.0,0.0,25.57
1663,0.0,0.0,60.22,0.0,0.0,20.29
1664,0.0,0.0,64.0,0.0,0.0,15.68
1665,0.0,0.0,53.44,5.06,0.0,12.77
1666,0.0,0.0,30.12,0.0,26.07,12.77
1667,0.0,0.0,58.13,3.42,0.0,12.54
1668,0.0,0.0,50.31,0.0,0.0,18.75
1669,2.5,0.0,60.04,0.0,0.0,19.13
1670,0.0,0.0,53.3,0.0,8.11,17.56
1671,0.0,0.0,49.57,0.0,0.0,23.24
1672,0.0,0.0,40.7,2.55,4.23,16.21
1673,0.0,0.0,57.07,3.33,3.67,13.74
1674,4.36,0.0,45.86,10.01,4.08,9.92
1675,0.0,0.0,53.72,3.91,6.86,13.98
1676,0.0,10.72,48.82,21.39,10.53,0.93
1677,7.47,8.01,57.01,7.61,7.27,4.37
1678,0.0,0.0,78.3,8.87,5.06,0.0
1679,0.0,0.0,90.23,3.81,0.0,0.0
1680,0.0,0.0,54.81,0.0,0.0,0.0
1681,0.0,0.0,78.95,16.69,0.0,0.0
1682,0.0,0.0,83.02,9.07,0.0,0.0
1683,0.0,0.0,86.49,8.35,0.0,0.0
1684,0.0,6.68,66.29,4.58,10.96,0.0
1685,0.0,0.0,83.62,0.0,3.31,0.0
1686,2.4,11.84,47.53,3.56,8.4,0.0
1687,0.0,0.0,81.98,0.0,0.0,0.0
1688,0.0,0.0,68.29,0.0,0.0,0.0
1689,0.0,0.0,99.28,0.0,0.0,0.0
1690,0.0,0.0,99.75,0.0,0.0,0.0
1691,0.0,0.0,99.54,0.0,0.0,0.0
1692,0.0,0.0,94.52,0.0,0.0,0.0
1693,0.0,22.46,44.67,0.0,12.91,0.0
1694,0.0,3.47,60.59,0.0,13.77,0.0
1695,0.0,0.0,89.89,0.0,0.0,2.49
1696,0.0,0.0,96.54,0.0,0.0,0.0
1697,0.0,0.0,47.38,0.0,42.95,0.0
1698,0.0,45.64,0.0,5.98,0.0,0.0
1699,14.31,70.36,3.59,0.0,0.0,0.0
1700,15.94,0.0,2.22,5.55,2.68,0.0
1701,20.81,0.0,13.06,0.0,7.64,0.0
1702,12.67,2.64,4.77,2.74,18.17,0.0
1703,16.24,0.0,0.0,3.08,3.02,0.0
1704,23.12,0.0,0.0,3.88,21.76,0.0
1705,23.23,38.02,0.0,0.0,0.0,0.0
1706,9.98,4.37,4.54,9.67,11.63,0.0
1707,13.11,11.55,0.0,0.0,0.0,0.0
1708,4.4,3.61,3.39,10.2,9.97,0.0
1709,20.71,13.02,0.0,0.0,16.01,0.0
1710,0.0,0.0,46.86,0.0,0.0,0.0
1711,10.34,0.0,8.38,3.62,39.44,0.0
1712,4.95,14.91,0.0,0.0,5.04,0.0
1713,8.99,58.18,0.0,0.0,0.0,0.0
1714,20.31,0.0,0.0,0.0,13.91,0.0
1715,14.59,0.0,0.0,10.26,7.32,3.45
1716,25.74,0.0,3.26,3.65,7.24,0.0
1717,24.06,0.0,0.0,5.78,8.65,0.0
1718,12.33,33.28,6.72,0.0,0.0,0.0
1719,14.2,16.38,0.0,3.86,0.0,0.0
1720,0.0,0.0,0.0,0.0,14.79,0.0
1721,0.0,21.69,21.33,0.0,0.0,0.0
1722,17.38,3.0,0.0,3.1,8.84,0.0
1723,8.16,0.0,15.75,0.0,17.19,0.0
1724,8.11,46.56,0.0,0.0,3.86,0.0
1725,5.22,20.91,13.89,3.13,0.0,2.87
1726,13.13,9.07,0.0,4.84,0.0,0.0
1727,19.59,33.57,0.0,5.67,2.32,0.0
1728,0.0,11.78,12.95,5.07,9.32,8.59
1729,2.72,3.88,0.0,0.0,7.17,7.09
1730,6.02,29.63,0.0,14.04,0.0,0.0
1731,2.32,0.0,0.0,16.33,37.59,0.0
1732,3.63,0.0,10.27,0.0,13.97,0.0
1733,4.33,5.36,5.76,0.0,9.37,0.0
1734,0.0,0.0,23.61,0.0,16.29,0.0
1735,6.77,0.0,0.0,10.12,7.38,0.0
1736,30.13,4.49,0.0,6.63,14.46,0.0
1737,24.45,15.64,11.22,6.5,0.0,0.0
1738,22.4,0.0,2.98,4.37,4.33,0.0
1739,8.45,19.7,0.0,0.0,11.59,0.0
1740,13.95,4.61,0.0,0.0,8.43,0.0
1741,7.96,12.23,5.02,16.67,15.4,0.0
1742,5.66,0.0,4.07,0.0,20.33,0.0
1743,25.12,35.27,0.0,0.0,0.0,0.0
1744,11.87,23.1,0.0,0.0,0.0,0.0
1745,19.34,13.66,3.53,6.27,9.06,0.0
1746,36.77,49.74,0.0,0.0,0.0,0.0
1747,39.58,40.15,0.0,0.0,0.0,0.0
1748,0.0,44.96,20.12,0.0,0.0,0.0
1749,21.98,5.88,4.22,0.0,0.0,0.0
1750,0.0,39.65,9.92,0.0,0.0,0.0
1751,6.67,0.0,0.0,0.0,12.29,0.0
1752,6.43,3.02,4.29,0.0,3.12,0.0
1753,26.45,16.78,0.0,7.1,0.0,0.0
1754,5.44,24.33,9.25,8.87,4.36,0.0
1755,13.31,9.01,0.0,10.72,3.8,0.0
1756,18.81,5.72,0.0,0.0,0.0,0.0
1757,0.0,31.16,0.0,0.0,0.0,0.0
1758,4.89,80.98,0.0,0.0,0.0,0.0
1759,10.14,54.99,0.0,0.0,0.0,0.0
1760,6.06,72.52,0.0,0.0,0.0,0.0
1761,0.0,73.16,0.0,0.0,0.0,0.0
1762,10.6,0.0,3.6,0.0,5.86,0.0
1763,6.21,21.82,0.0,0.0,4.55,0.0
1764,4.79,0.0,0.0,0.0,6.21,0.0
1765,22.45,55.81,0.0,0.0,0.0,0.0
1766,12.45,60.11,0.0,0.0,0.0,0.0
1767,0.0,62.48,0.0,0.0,0.0,0.0
1768,0.0,62.44,0.0,0.0,0.0,0.0
1769,0.0,74.99,0.0,0.0,0.0,0.0
1770,7.66,64.14,0.0,0.0,0.0,0.0
1771,0.0,75.03,0.0,0.0,0.0,0.0
1772,15.12,43.17,0.0,0.0,0.0,0.0
1773,23.84,0.0,0.0,6.42,0.0,4.58
1774,8.58,10.06,0.0,0.0,53.37,0.0
1775,30.92,13.34,0.0,17.94,7.36,0.0
1776,64.0,0.0,0.0,7.89,0.0,2.83
1777,7.15,28.6,8.39,0.0,8.3,0.0
1778,11.99,27.89,0.0,0.0,0.0,0.0
1779,27.24,45.06,0.0,0.0,0.0,0.0
1780,20.01,7.3,0.0,17.46,6.81,0.0
1781,17.62,0.0,3.35,18.69,9.81,0.0
1782,7.64,33.91,0.0,0.0,0.0,0.0
1783,67.6,0.0,0.0,0.0,0.0,0.0
1784,0.0,42.25,0.0,0.0,0.0,0.0
1785,0.0,0.0,7.46,7.88,5.82,5.18
1786,0.0,0.0,20.76,9.33,39.11,0.0
1787,11.66,5.94,0.0,9.61,2.62,3.0
1788,0.0,0.0,16.89,0.0,19.68,0.0
1789,0.0,65.88,0.0,0.0,0.0,0.0
1790,3.02,0.0,42.01,7.31,4.75,18.43
1791,0.0,24.04,12.76,0.0,0.0,0.0
1792,6.02,0.0,21.66,0.0,6.1,0.0
1793,6.03,0.0,42.61,0.0,7.21,0.0
1794,0.0,0.0,17.26,0.0,32.32,0.0
1795,30.02,13.04,0.0,0.0,0.0,0.0
1796,18.45,19.28,0.0,10.27,3.13,0.0
1797,0.0,0.0,56.37,0.0,0.0,0.0
1798,0.0,0.0,59.95,0.0,0.0,0.0
1799,0.0,0.0,62.2,0.0,9.57,5.66
1800,0.0,0.0,75.1,0.0,0.0,0.0
1801,0.0,0.0,58.3,0.0,0.0,0.0
1802,0.0,0.0,65.34,0.0,0.0,0.0
1803,0.0,0.0,70.46,0.0,0.0,0.0
1804,26.05,7.36,29.78,0.0,0.0,0.0
1805,0.0,0.0,59.64,0.0,0.0,0.0
1806,0.0,0.0,59.37,0.0,14.4,0.0
1807,0.0,0.0,29.99,0.0,0.0,37.04
1808,0.0,0.0,44.5,0.0,0.0,16.61
1809,0.0,0.0,64.97,0.0,0.0,0.0
1810,0.0,0.0,47.72,9.5,0.0,18.96
1811,0.0,0.0,44.32,0.0,0.0,0.0
1812,0.0,42.93,17.41,11.34,0.0,0.0
1813,13.56,36.33,25.54,0.0,0.0,14.07
1814,13.27,25.95,33.29,0.0,0.0,18.82
1815,13.59,40.77,23.21,0.0,0.0,9.42
1816,32.17,0.0,38.13,0.0,0.0,16.6
1817,0.0,42.26,27.73,0.0,3.09,14.47
1818,2.99,40.69,31.95,0.0,0.0,15.73
1819,28.96,20.76,27.01,0.0,0.0,13.97
1820,28.18,19.55,28.78,0.0,0.0,9.56
1821,12.01,50.91,19.54,0.0,0.0,5.12
1822,41.31,19.08,21.18,0.0,0.0,6.92
1823,27.72,24.53,25.9,0.0,0.0,9.54
1824,0.0,35.27,28.75,0.0,0.0,15.87
1825,0.0,71.56,0.0,0.0,0.0,0.0
1826,10.15,38.16,26.85,0.0,0.0,9.27
1827,4.52,46.63,27.78,0.0,0.0,15.82
1828,0.0,61.57,18.27,0.0,0.0,0.0
1829,13.96,37.13,26.54,0.0,0.0,11.0
1830,22.46,37.75,17.2,0.0,0.0,0.0
1831,0.0,45.87,28.9,0.0,0.0,8.34
1832,0.0,55.74,23.59,0.0,0.0,11.43
1833,0.0,41.42,35.18,0.0,0.0,10.06
1834,0.0,54.63,26.49,0.0,0.0,4.72
1835,0.0,41.61,13.45,0.0,0.0,0.0
1836,5.23,25.46,46.0,0.0,0.0,11.09
1837,0.0,0.0,75.03,0.0,0.0,0.0
1838,0.0,35.59,25.34,0.0,0.0,0.0
1839,10.22,49.04,14.34,0.0,0.0,0.0
1840,0.0,39.98,31.0,0.0,0.0,10.25
1841,0.0,54.83,19.37,0.0,0.0,0.0
1842,0.0,41.96,20.72,0.0,0.0,0.0
1843,0.0,35.34,0.0,0.0,10.96,0.0
1844,49.95,0.0,6.85,0.0,6.78,0.0
1845,0.0,54.19,0.0,0.0,0.0,0.0
1846,6.44,0.0,8.35,6.07,6.95,0.0
1847,4.7,0.0,8.59,3.65,0.0,0.0
1848,12.96,0.0,8.57,0.0,0.0,0.0
1849,19.95,0.0,14.5,0.0,0.0,0.0
1850,0.0,7.86,0.0,7.19,14.49,3.53
1851,0.0,7.43,13.46,4.4,36.24,4.05
1852,0.0,39.11,13.61,0.0,0.0,3.9
1853,0.0,47.88,19.11,0.0,0.0,7.92
1854,1.33,10.18,30.04,3.29,11.87,19.16
1855,5.42,0.0,44.14,3.78,0.0,25.81
1856,0.0,39.02,13.14,5.85,0.0,0.0
1857,0.0,0.0,40.83,0.0,0.0,15.37
1858,0.0,0.0,72.45,0.0,0.0,0.0
1859,0.0,9.76,57.43,3.37,0.0,0.0
1860,0.0,44.41,16.39,0.0,5.09,0.0
1861,0.0,45.38,17.16,0.0,0.0,0.0
1862,0.0,38.14,24.14,0.0,0.0,0.0
1863,0.0,34.07,15.11,0.0,0.0,0.0
1864,0.0,48.69,13.01,0.0,0.0,0.0
1865,6.69,36.97,17.26,0.0,0.0,0.0
1866,0.0,39.66,17.58,0.0,0.0,0.0
1867,0.0,24.26,12.87,0.0,0.0,0.0
1868,1.77,0.0,41.52,0.0,0.0,24.53
1869,0.0,26.42,45.6,0.0,0.0,0.0
1870,0.0,16.53,63.83,0.0,0.0,0.0
1871,0.0,9.36,74.34,0.0,0.0,0.0
1872,0.0,2.7,80.75,0.0,0.0,0.0
1873,0.0,43.95,19.24,0.0,0.0,0.0
1874,0.0,16.25,56.52,0.0,0.0,0.0
1875,0.0,50.59,20.42,0.0,0.0,0.0
1876,0.0,59.24,0.0,0.0,0.0,0.0
1877,0.0,65.81,17.15,0.0,0.0,0.0
1878,0.0,53.65,18.28,0.0,3.62,0.0
1879,0.0,7.0,39.68,5.4,0.0,7.81
1880,10.81,5.65,27.54,0.0,0.0,4.61
1881,4.0,0.0,35.4,0.0,7.27,13.54
1882,0.0,21.5,16.13,0.0,0.0,0.0
1883,4.78,6.23,21.06,8.79,0.0,4.63
1884,0.0,0.0,35.15,0.0,7.98,15.29
1885,1.95,0.0,36.92,8.27,1.97,19.06
1886,0.0,0.0,37.61,3.66,2.54,20.71
1887,0.0,6.78,32.82,0.0,4.79,7.09
1888,12.41,0.0,44.69,24.31,1.24,11.93
1889,0.0,0.0,52.49,35.39,1.72,1.88
1890,4.21,3.33,22.73,9.4,39.41,0.0
1891,0.0,0.0,56.21,0.0,0.0,26.19
1892,0.0,0.0,72.94,0.0,0.0,0.0
1893,0.0,0.0,76.18,0.0,0.0,9.98
1894,0.0,0.0,61.02,0.0,7.7,0.0
1895,0.0,0.0,59.75,0.0,5.89,5.01
1896,0.0,0.0,50.29,0.0,0.0,15.35
1897,0.0,0.0,47.26,0.0,0.0,15.12
1898,0.0,0.0,9.56,3.53,0.0,49.99
1899,3.04,0.0,26.63,0.0,2.67,27.09
1900,2.24,0.0,48.42,0.0,1.44,24.37
1901,0.0,63.11,16.19,0.0,0.0,4.99
1902,4.26,0.0,42.07,0.0,0.0,23.52
1903,0.0,0.0,59.49,0.0,0.0,23.44
1904,0.0,0.0,49.88,2.38,0.0,24.94
1905,0.0,0.0,19.97,0.0,0.0,64.53
1906,0.0,0.0,48.06,0.0,0.0,27.11
1907,0.0,0.0,50.6,0.0,0.0,28.45
1908,0.0,0.0,9.37,0.0,0.0,67.76
1909,1.8,0.0,8.05,0.0,4.79,54.05
1910,0.0,0.0,8.88,0.89,0.0,72.13
1911,0.0,0.0,0.0,2.74,0.0,76.24
1912,0.0,0.0,0.0,0.0,0.0,69.25
1913,0.0,0.0,0.0,0.0,2.87,58.75
1914,0.0,0.0,0.0,0.0,0.0,69.55
1915,0.0,0.0,23.08,0.0,0.0,52.49
1916,0.0,0.0,31.28,0.0,0.0,42.03
1917,0.0,0.0,46.02,0.0,0.0,29.76
1918,0.0,0.0,35.49,0.0,0.0,15.43
1919,0.0,9.52,27.04,0.0,0.0,6.52
1920,0.0,4.2,68.87,0.0,0.0,4.62
1921,3.1,0.0,32.95,6.49,0.0,11.26
1922,0.0,0.0,41.4,0.0,0.0,20.03
1923,0.0,0.0,34.15,0.0,2.27,9.39
1924,0.0,0.0,37.13,0.0,3.28,21.49
1925,4.93,0.0,35.46,3.52,0.0,11.74
1926,0.0,0.0,35.58,5.6,5.71,21.36
1927,0.0,0.0,37.06,0.0,9.01,12.99
1928,0.0,0.0,44.35,6.03,0.0,19.93
1929,0.0,0.0,34.38,0.0,0.0,19.33
1930,0.0,0.0,8.7,3.85,4.39,26.23
1931,0.0,0.0,43.47,0.0,0.0,15.88
1932,0.0,0.0,35.75,0.0,0.0,20.94
1933,0.0,0.0,33.05,0.0,3.24,9.27
1934,3.3,14.76,31.24,3.68,0.0,17.47
1935,0.0,0.0,17.74,0.0,7.54,8.0
1936,9.71,0.0,10.77,15.96,10.41,1.96
1937,9.34,0.0,17.75,28.25,2.65,11.06
1938,3.43,0.0,27.7,15.19,3.4,12.84
1939,0.0,0.0,16.08,4.16,16.41,8.24
1940,0.0,0.0,21.5,3.46,2.57,8.43
1941,4.99,0.0,32.96,0.0,0.0,13.31
1942,0.0,0.0,30.31,0.0,0.0,13.94
1943,0.0,0.0,33.43,0.0,0.0,16.53
1944,0.0,0.0,29.66,8.44,3.33,16.2
1945,0.0,0.0,11.8,0.0,0.0,46.18
1946,0.0,0.0,41.21,4.4,0.0,29.44
1947,0.0,0.0,9.0,2.91,0.0,64.82
1948,0.0,0.0,26.67,2.0,0.0,47.55
1949,0.0,0.0,39.86,0.0,0.0,28.31
1950,0.0,0.0,42.92,0.0,0.0,20.6
1951,0.0,0.0,45.94,0.0,0.0,27.65
1952,0.0,0.0,44.84,0.0,4.68,17.32
1953,0.0,0.0,42.27,3.7,0.0,22.19
1954,0.0,0.0,29.12,0.0,0.0,24.18
1955,0.0,6.82,33.19,0.0,0.0,18.78
1956,0.0,0.0,39.86,0.0,0.0,23.73
1957,0.0,0.0,27.0,0.0,0.0,43.97
1958,0.0,0.0,40.6,2.3,0.0,26.33
1959,0.0,0.0,22.12,0.0,0.0,28.34
1960,0.0,0.0,25.42,4.74,21.46,31.74
1961,0.0,0.0,43.28,0.0,0.0,31.49
1962,0.0,0.0,21.18,4.68,15.18,17.57
1963,0.0,0.0,37.91,2.33,12.99,24.36
1964,4.74,32.37,15.4,4.25,0.0,0.0
1965,13.85,0.0,17.87,8.74,20.07,0.0
1966,0.0,0.0,31.57,9.73,5.62,11.35
1967,0.0,0.0,41.39,9.07,0.0,21.29
1968,0.0,0.0,64.17,7.17,0.0,3.54
1969,0.0,0.0,14.49,0.0,0.0,66.73
1970,0.0,0.0,26.8,0.0,20.22,33.58
1971,0.0,0.0,38.64,12.07,0.0,22.39
1972,0.0,0.0,45.77,0.0,0.0,26.07
1973,0.0,0.0,42.62,0.0,0.0,28.56
1974,0.0,0.0,24.47,2.94,0.0,31.96
1975,0.0,0.0,2.05,0.0,0.0,76.36
1976,4.73,0.0,0.0,0.0,3.62,22.99
1977,0.0,0.0,17.82,0.0,0.0,31.6
1978,0.0,0.0,52.95,0.0,0.0,27.0
1979,0.0,0.0,48.44,0.0,0.0,22.46
1980,0.0,5.03,38.48,0.0,16.17,4.85
1981,0.0,6.17,12.4,0.0,17.82,9.53
1982,2.75,4.14,14.16,4.12,2.32,20.73
1983,0.0,0.0,54.59,0.0,0.0,19.71
1984,0.0,0.0,47.62,0.0,0.0,29.01
1985,11.07,0.0,14.7,0.0,9.74,5.17
1986,0.0,0.0,51.55,0.0,0.0,15.89
1987,0.0,0.0,48.79,0.0,0.0,21.57
1988,1.67,0.0,43.29,0.0,0.0,25.82
1989,13.97,0.0,25.41,0.0,0.0,7.45
1990,0.0,0.0,26.47,0.0,12.87,9.18
1991,0.0,0.0,40.84,0.0,0.0,19.52
1992,0.0,0.0,40.95,0.0,0.0,22.01
1993,0.0,0.0,45.6,0.0,0.0,24.51
1994,0.0,0.0,41.47,0.0,0.0,10.35
1995,0.0,0.0,33.28,0.0,0.0,32.1
1996,0.0,0.0,49.0,0.0,0.0,20.97
1997,0.0,0.0,28.57,6.2,29.92,14.14
1998,0.0,0.0,43.42,0.0,0.0,17.81
1999,0.0,0.0,43.48,0.0,0.0,23.52
2000,3.35,0.0,52.49,0.0,0.0,31.61
2001,0.0,0.0,52.71,0.0,0.0,25.5
2002,1.91,0.0,50.3,0.83,0.0,32.04
2003,0.0,0.0,54.67,0.0,0.0,32.01
2004,0.0,0.0,47.72,0.0,0.0,23.61
2005,0.0,0.0,53.53,0.0,0.0,30.63
2006,0.0,0.0,54.04,0.0,1.27,31.18
2007,2.45,0.0,50.32,0.0,0.0,25.79
2008,0.5,0.0,55.49,1.25,1.02,35.39
2009,0.0,4.68,75.09,0.0,0.0,6.55
2010,0.0,71.52,10.45,0.0,0.0,0.0
2011,0.0,0.0,71.85,0.0,0.0,8.48
2012,4.21,0.0,39.08,2.03,1.24,21.42
2013,0.0,5.46,71.85,0.0,0.0,11.04
2014,0.0,26.09,52.5,0.0,0.0,4.67
2015,2.24,38.26,11.59,2.75,17.28,3.66
2016,0.0,7.67,58.01,0.0,17.54,0.0
2017,0.0,29.85,50.84,0.0,0.0,3.88
2018,0.0,6.8,49.55,0.0,0.0,29.68
2019,0.0,73.07,8.99,0.0,0.0,4.21
2020,0.0,65.05,20.78,0.0,0.0,0.0
2021,0.0,0.0,41.31,0.0,0.0,16.23
2022,0.0,0.0,35.24,0.0,0.0,13.55
2023,0.0,0.0,41.78,0.0,0.0,0.0
2024,0.0,6.6,25.59,0.0,0.0,12.68
2025,0.0,7.26,36.31,0.0,0.0,3.24
2026,0.0,17.01,37.68,0.0,2.56,8.34
2027,0.0,5.42,40.73,0.0,0.0,7.94
2028,0.0,12.91,18.4,0.0,0.0,14.45
2029,0.0,11.51,21.56,0.0,3.04,21.25
2030,0.0,0.0,22.34,0.0,0.0,21.79
2031,0.0,0.0,39.57,0.0,4.33,22.18
2032,0.0,0.0,40.03,2.42,12.25,20.91
2033,0.0,0.0,38.48,0.0,0.0,38.36
2034,0.0,0.0,30.55,0.0,0.0,25.41
2035,3.56,0.0,20.12,0.0,0.0,42.98
2036,0.0,0.0,44.67,2.46,0.0,34.73
2037,0.0,0.0,33.53,5.94,0.0,33.79
2038,0.0,0.0,59.32,0.0,0.0,27.74
2039,0.0,2.15,43.61,0.0,10.23,26.24
2040,0.0,0.0,41.26,8.8,0.0,10.54
2041,0.0,0.0,61.7,0.0,0.0,21.14
2042,0.0,0.0,52.99,0.0,3.02,24.83
2043,0.0,0.0,26.82,12.71,0.0,41.76
2044,2.8,0.0,28.08,12.06,5.02,24.92
2045,0.0,0.0,28.4,12.47,0.0,35.59
2046,0.0,0.0,24.98,10.49,12.84,21.88
2047,0.0,0.0,36.95,5.12,0.0,19.42
2048,0.0,0.0,42.61,0.0,0.0,21.9
2049,0.0,0.0,38.24,0.0,0.0,33.83
2050,0.0,0.0,32.33,0.0,23.69,16.7
2051,0.0,0.0,39.89,4.31,8.89,22.49
2052,1.88,0.0,32.18,9.69,0.0,30.6
2053,3.75,0.0,40.22,0.0,0.0,32.6
2054,2.64,0.0,42.72,2.36,0.0,29.84
2055,2.31,0.0,19.3,10.38,0.0,45.77
2056,0.0,0.0,33.22,0.0,0.0,32.82
2057,0.0,0.0,33.67,1.82,2.01,31.83
2058,0.0,0.0,42.98,0.0,0.0,40.02
2059,0.0,0.0,40.67,0.0,9.54,14.42
2060,0.0,7.13,41.35,2.82,0.0,10.04
2061,2.83,0.0,39.3,0.0,3.16,15.73
2062,0.0,0.0,50.78,0.0,2.54,23.8
2063,0.0,0.0,51.69,4.81,0.0,26.95
2064,0.0,0.0,60.78,2.05,6.58,11.85
2065,3.1,0.0,37.95,5.81,22.94,19.65
2066,0.0,0.0,40.01,0.0,0.0,46.37
2067,0.0,0.0,30.02,14.11,0.0,40.56
2068,0.0,0.0,22.28,15.26,3.21,42.77
2069,0.0,0.0,42.64,4.18,0.0,27.98
2070,0.0,0.0,59.6,5.35,2.55,20.1
2071,0.0,0.0,47.35,0.0,0.0,33.11
2072,1.82,41.64,20.1,2.51,8.89,10.39
2073,0.0,0.0,33.53,0.0,42.53,7.48
2074,0.0,0.0,56.09,3.03,0.0,15.81
2075,0.0,0.0,39.12,2.7,0.0,38.67
2076,2.06,0.0,41.85,1.98,0.0,37.34
2077,0.0,0.0,39.94,5.35,0.0,34.79
2078,0.0,0.0,45.66,2.26,0.0,41.69
2079,0.0,0.0,54.21,9.78,0.0,21.63
2080,0.0,0.0,43.18,10.55,0.0,24.75
2081,0.0,0.0,26.33,13.32,31.02,12.84
2082,0.0,0.0,34.96,2.81,8.27,4.08
2083,1.56,0.0,45.94,6.45,3.25,19.62
2084,0.0,0.0,41.27,7.75,0.0,41.1
2085,15.66,0.0,9.18,6.19,41.29,9.92
